Culture,Name
Other Asian,Sengdroma
Other Asian,Sgeg-mo-ma
Other Asian,Shuzanghu
Other Asian,Tankun
Other Asian,Tengri
Other Asian,Tho-og
Other Asian,Ui Tango
Other Asian,Uminai-gami
Other Asian,Vayu
Other Asian,Yakushi Nyorai
Other Asian,Yondung Halmoni
Other Asian,Yum-chen-mo
Other Asian,Zas-ster-ma-dmar-mo
Pacific Islands,Abeguwo
Pacific Islands,Abere
Pacific Islands,Adaro
Pacific Islands,Afekan
Pacific Islands,Ai Tupua'i
Pacific Islands,'Aiaru
Pacific Islands,Ala Muki
Pacific Islands,Alalahe
Pacific Islands,Alii Menehune
Pacific Islands,Aluluei
Pacific Islands,Aruaka
Pacific Islands,Asin
Pacific Islands,Atanea
Pacific Islands,Audjal
Pacific Islands,Aumakua
Pacific Islands,Babamik
Pacific Islands,Bakoa
Pacific Islands,Barong
Pacific Islands,Batara Kala
Pacific Islands,Buring Une
Pacific Islands,Darago
Pacific Islands,Dayang-Raca
Pacific Islands,De Ai
Pacific Islands,Dogai
Pacific Islands,Enda Semangko
Pacific Islands,Faumea
Pacific Islands,Giriputri
Pacific Islands,Goga
Pacific Islands,Haumea
Pacific Islands,Hiiaka'
Pacific Islands,Hina
Pacific Islands,Hine
Pacific Islands,Hoa-Tapu
Pacific Islands,'Imoa
Pacific Islands,Io
Pacific Islands,Kanaloa
Pacific Islands,Kanaloa
Pacific Islands,Kane
Pacific Islands,Kapo
Pacific Islands,Kava
Pacific Islands,Konori
Pacific Islands,Ku
Pacific Islands,Kuhuluhulumanu
Pacific Islands,Kuklikimoku
Pacific Islands,Kukoae
Pacific Islands,Ku'ula
Pacific Islands,Laka
Pacific Islands,Laulaati
Pacific Islands,Lono
Pacific Islands,Mahiuki
Pacific Islands,MakeMake
Pacific Islands,Marruni
Pacific Islands,Maru
Pacific Islands,Maui
Pacific Islands,Melu
Pacific Islands,Menehune
Pacific Islands,Moeuhane
Pacific Islands,MOO-LAU
Pacific Islands,Ndauthina
Pacific Islands,Ne Te-reere
Pacific Islands,Nevinbimbaau
Pacific Islands,Ngendei
Pacific Islands,Nobu
Pacific Islands,Oro
Pacific Islands,Ove
Pacific Islands,Paka'a
Pacific Islands,Papa
Pacific Islands,Pele
Pacific Islands,Quat
Pacific Islands,Rangi
Pacific Islands,Rati
Pacific Islands,Rati-mbati-ndua
Pacific Islands,Ratu-Mai-Mbula
Pacific Islands,Rua
Pacific Islands,Ruahatu
Pacific Islands,Saning Sri
Pacific Islands,Taaroa
Pacific Islands,Ta'aroa
Pacific Islands,Tamakaia
Pacific Islands,Tane
Pacific Islands,Tanemahuta
Pacific Islands,Tangaroa
Pacific Islands,Tawhaki
Pacific Islands,Tiki
Pacific Islands,Tinirau
Pacific Islands,Tu
Pacific Islands,Tuli
Pacific Islands,Turi-a-faumea
Pacific Islands,Uira
Pacific Islands,Ukupanipo
Pacific Islands,Ulupoka
Pacific Islands,Umboko Indra
Pacific Islands,Vanuatu
Pacific Islands,Wahini-Hal
Pacific Islands,Walutahanga
Pacific Islands,Wari-Ma-Te-Takere
Pacific Islands,Whaitiri
Pacific Islands,Whatu
Pacific Islands,Wigan
South American,Abaangui
South American,Aclla
South American,Akewa
South American,Asima Si
South American,Atoja
South American,Auchimalgen
South American,Axomama
South American,Bachu
South American,Beru
South American,Bochica
South American,Boiuna
South American,Calounger
South American,Catequil
South American,Cavillaca
South American,Ceiuci
South American,Chasca
South American,Chie
South American,Cocomama
South American,Gaumansuri
South American,Huitaca
South American,Iae
South American,Ilyap'a
South American,Ina
South American,Inti
South American,Ituana
South American,Jamaina
South American,Jandira
South American,Jarina
South American,Jubbu-jang-sangne
South American,Ka-ata-killa
South American,Kilya
South American,Kuat
South American,Kun
South American,Luandinha
South American,Lupi
South American,Mama Allpa
South American,Mama Quilla
South American,Mamacocha
South American,Manco Capac
South American,Maret-Jikky
South American,Maretkhmakniam
South American,Mariana
South American,Oshossi
South American,Pachamac
South American,Pachamama
South American,Perimb
South American,Rainha Barba
South American,Si
South American,Supai
South American,Toptine
South American,Viracocha
South American,Yemanja (Imanje)
South American,Zume Topana
Roman,Janus
Roman,Jupiter
Roman,Saturn
Roman,Genius
Roman,Mercury
Roman,Apollo
Roman,Mars
Roman,Vulcan
Roman,Neptune
Roman,Sol
Roman,Orcus
Roman,Liber
Roman,Tellus
Roman,Ceres
Roman,Juno
Roman,Luna
Roman,Diana
Roman,Minerva
Roman,Venus
Roman,Vesta
Roman,Feronia
Roman,Minerva
Roman,Novensides
Roman,Pales
Roman,Salus
Roman,Fortuna
Roman,Fons
Roman,Fides[9]
Roman,Ops
Roman,Flora
Roman,Vediovis
Roman,Saturn
Roman,Sol
Roman,Luna
Roman,Vulcan
Roman,Summanus
Roman,Larunda
Roman,Terminus
Roman,Quirinus
Roman,Vortumnus
Roman,Lares
Roman,Diana
Roman,Lucina
Roman,Hercules
